time,patch,S_visitor,S_resident_home,S_resident_away,I_visitor,I_resident_home,I_resident_away,P_visitor,P_resident_home,P_resident_away,incidence_resident,incidence_traveller
427,2,37,284,32,32,159,19,0,5,1,1,0
427,3,43,223,44,19,200,24,1,8,1,1,0
427,4,45,210,20,18,227,39,1,4,0,3,0
428,0,40,335,57,20,87,20,0,1,0,0,0
428,1,29,289,43,22,146,18,0,4,0,0,0
428,2,37,280,33,33,166,15,1,6,0,3,0
428,3,42,238,30,19,201,22,0,7,2,0,0
428,4,36,208,21,18,230,37,1,4,0,2,0
429,0,43,330,64,22,85,20,0,1,0,0,1
429,1,38,288,43,23,139,26,0,4,0,0,0
429,2,36,271,40,33,169,14,0,5,1,0,0
429,3,43,233,34,28,194,30,0,8,1,2,1
429,4,46,203,25,20,232,36,2,4,0,3,1
430,0,30,330,64,20,86,19,0,1,0,0,1
430,1,47,297,35,26,142,22,0,4,0,0,0
430,2,39,276,35,28,173,11,0,4,1,2,0
430,3,37,235,33,21,192,31,0,8,1,1,0
430,4,38,204,24,23,233,35,2,4,0,1,0
431,0,33,335,59,25,83,22,0,1,0,1,0
431,1,39,294,40,26,138,24,0,4,0,0,0
431,2,45,275,34,29,170,16,0,4,1,2,0
431,3,37,236,34,21,192,29,0,8,1,0,0
431,4,36,202,23,23,238,33,2,4,0,4,0
432,0,33,338,57,32,91,13,1,1,0,0,0
432,1,42,293,41,22,135,27,2,3,1,2,0
432,2,44,273,36,27,165,21,1,4,1,0,0
432,3,32,234,34,19,190,32,0,8,2,3,0
432,4,41,202,24,28,234,35,2,3,2,0,1
433,0,29,343,51,30,91,14,1,1,0,1,0
433,1,40,287,46,23,140,23,0,3,1,1,0
433,2,43,273,36,22,159,27,1,5,0,1,0
433,3,37,237,31,23,195,27,0,9,1,1,0
433,4,40,203,25,25,236,32,1,3,1,2,0
434,0,28,341,54,39,90,14,1,1,0,0,2
434,1,39,295,37,28,132,32,0,3,1,1,0
434,2,36,275,34,22,155,32,1,4,0,1,0
434,3,37,237,32,24,196,26,0,8,1,0,0
434,4,40,205,23,26,232,35,1,4,1,0,0
435,0,30,344,52,35,92,11,1,1,0,0,0
435,1,42,294,38,23,133,31,0,3,1,1,0
435,2,33,276,34,22,154,32,1,3,1,0,0
435,3,37,237,31,24,199,24,1,9,0,1,0
435,4,36,204,23,29,233,35,0,4,1,2,0
436,0,38,338,57,39,93,11,0,1,0,1,0
436,1,37,291,41,22,126,38,0,4,0,0,1
436,2,29,275,35,18,155,31,0,2,2,0,0
436,3,43,231,33,30,200,27,1,9,0,5,0
436,4,40,206,21,35,232,37,1,4,0,1,0
437,0,39,337,58,38,94,10,0,1,0,0,0
437,1,39,288,46,22,131,31,1,4,0,0,0
437,2,31,272,40,22,147,37,1,3,1,0,0
437,3,48,230,35,29,201,24,0,8,2,0,0
437,4,42,205,20,27,235,36,1,4,0,2,0
438,0,40,333,62,39,90,14,0,1,0,0,0
438,1,50,289,46,24,134,28,1,3,0,0,0
438,2,32,266,45,23,151,34,0,3,1,2,0
438,3,57,229,35,29,200,26,0,8,2,1,0
438,4,34,199,25,22,237,35,2,4,0,1,0
439,0,43,333,60,38,97,9,1,1,0,2,1
439,1,41,288,47,24,138,25,1,2,0,2,0
439,2,37,265,44,20,156,31,0,3,1,2,0
439,3,53,231,31,32,196,32,0,7,3,1,1
439,4,33,200,25,19,236,36,2,3,0,0,0
440,0,39,342,51,37,92,14,0,1,0,0,0
440,1,36,298,39,20,140,22,1,1,0,1,0
440,2,31,263,42,21,166,25,0,3,1,4,0
440,3,50,236,27,29,198,28,0,10,1,0,2
440,4,30,198,27,13,241,31,1,3,0,1,0
441,0,44,342,51,29,89,17,0,1,0,0,0
441,1,34,298,39,23,143,19,1,1,0,0,0
441,2,40,250,53,20,166,27,0,4,0,2,0
441,3,45,238,25,23,200,26,0,8,3,1,0
441,4,33,194,28,18,250,24,2,4,0,3,0
442,0,40,340,53,29,93,13,0,0,1,0,0
442,1,45,298,41,17,138,22,2,1,0,0,0
442,2,38,260,44,23,170,21,0,3,2,0,0
442,3,52,236,28,20,199,27,1,7,3,2,0
442,4,29,184,38,17,251,23,3,4,0,1,0
443,0,39,340,54,29,89,16,0,0,1,0,0
443,1,36,292,47,18,137,23,3,1,0,0,0
443,2,40,267,35,29,170,23,0,3,2,3,0
443,3,52,237,26,22,201,27,0,6,3,2,0
443,4,33,184,38,18,247,27,3,4,0,0,0
444,0,36,337,56,27,92,14,0,0,1,1,1
444,1,37,295,42,23,144,18,4,1,0,2,0
444,2,39,264,36,25,173,22,0,2,3,1,0
444,3,54,232,31,22,201,27,0,6,3,0,0
444,4,33,188,34,16,241,32,4,4,1,1,0
445,0,39,336,57,24,92,14,0,1,0,0,0
445,1,39,299,36,24,146,18,2,1,0,1,0
445,2,35,253,48,27,173,23,0,2,1,2,0
445,3,52,234,29,24,199,29,0,7,2,1,1
445,4,41,185,36,16,243,31,2,4,1,1,1
446,0,42,331,62,28,87,19,0,1,0,0,0
446,1,35,291,41,24,148,19,1,1,0,3,0
446,2,34,260,42,30,172,23,0,3,0,2,0
446,3,58,231,33,19,193,35,0,6,2,1,1
446,4,46,183,37,23,246,28,2,5,1,1,0
447,0,46,334,57,31,91,17,0,1,0,2,0
447,1,34,284,48,27,150,17,1,1,0,1,0
447,2,38,263,41,33,165,28,0,3,0,0,0
447,3,55,226,37,18,184,44,0,7,2,1,0
447,4,42,191,32,27,241,30,2,5,1,1,0
448,0,44,334,57,25,91,17,1,1,0,0,0
448,1,34,286,46,29,146,21,1,1,0,0,0
448,2,40,264,39,22,172,22,0,3,0,2,0
448,3,50,231,32,23,193,35,0,7,2,1,0
448,4,42,187,36,24,243,28,1,5,1,0,0
449,0,47,340,51,28,94,14,1,1,0,0,0
449,1,36,289,46,29,143,21,2,0,1,0,0
449,2,34,268,38,16,169,22,0,3,0,0,0
449,3,48,231,35,20,200,27,0,5,2,0,0
449,4,41,186,36,21,242,30,1,5,1,3,0
450,0,44,343,48,27,91,17,1,1,0,0,0
450,1,33,286,48,19,144,21,1,0,1,1,0
450,2,36,267,39,23,174,17,0,3,0,1,0
450,3,46,229,39,20,197,27,0,7,1,0,0
450,4,44,195,29,22,241,29,1,5,1,1,0
451,0,29,344,48,30,90,17,1,1,0,0,0
451,1,33,287,46,19,145,21,0,0,1,1,0
451,2,33,274,30,26,170,21,0,5,0,2,0
451,3,42,239,30,25,196,28,0,5,2,1,0
451,4,46,194,29,24,233,37,2,7,0,1,0
452,0,35,345,46,27,94,14,0,1,0,1,0
452,1,28,292,40,20,144,23,0,1,0,1,0
452,2,32,275,28,26,169,22,0,6,0,2,0
452,3,37,243,28,25,190,32,0,6,1,0,0
452,4,39,193,29,25,239,32,1,7,0,2,0
453,0,36,345,48,24,96,11,0,0,0,0,0
453,1,26,293,41,18,141,24,1,1,0,0,1
453,2,38,277,26,27,165,26,0,5,1,0,0
453,3,38,236,33,29,196,28,0,6,1,2,0
453,4,38,192,28,24,240,33,1,7,0,1,0
454,0,38,342,50,27,97,11,1,0,0,1,0
454,1,27,289,46,18,143,21,1,1,0,0,0
454,2,48,275,26,24,168,26,0,4,1,3,0
454,3,33,236,34,29,196,28,0,5,1,1,0
454,4,36,196,26,21,238,33,0,7,0,0,0
455,0,41,338,56,32,97,9,0,0,0,0,0
455,1,34,287,49,20,143,20,1,1,0,0,0
455,2,51,268,33,22,159,35,0,4,1,2,0
455,3,37,232,37,31,197,28,1,6,0,1,0
455,4,38,196,26,21,237,34,0,6,1,1,0
456,0,35,342,52,35,95,11,1,0,0,0,2
456,1,36,284,53,19,148,14,2,1,0,0,0
456,2,58,276,25,22,164,29,0,3,3,1,0
456,3,33,232,34,28,198,30,1,6,0,3,0
456,4,29,193,27,17,236,37,0,6,1,1,0
457,0,46,348,47,27,94,11,0,0,0,1,0
457,1,42,292,46,20,142,18,2,2,0,0,0
457,2,44,273,31,22,166,23,0,6,1,0,0
457,3,35,228,39,29,201,27,1,4,1,2,0
457,4,27,188,31,16,239,35,0,6,1,1,1
458,0,41,355,38,29,94,13,0,0,0,2,0
458,1,38,294,44,24,141,19,2,2,0,1,0
458,2,39,270,35,27,161,27,0,6,1,1,0
458,3,31,232,36,26,199,28,1,4,1,0,0
458,4,31,194,27,16,238,35,0,5,1,1,0
459,0,40,351,42,30,91,16,0,0,0,0,0
459,1,27,296,42,25,139,21,3,2,0,1,0
459,2,41,276,29,27,156,31,1,7,1,1,1
459,3,29,236,33,28,199,27,0,3,2,0,0
459,4,32,201,23,20,235,35,0,5,1,0,0
460,0,45,353,41,35,90,16,0,0,0,0,0
460,1,35,296,40,19,135,27,3,2,0,1,0
460,2,31,260,45,22,158,29,1,7,1,2,0
460,3,30,235,35,28,202,23,0,3,2,0,0
460,4,40,205,20,25,235,34,0,5,1,1,1
461,0,42,352,42,31,94,12,0,0,0,0,0
461,1,28,300,37,23,137,24,1,1,1,1,0
461,2,42,257,47,22,156,31,1,7,2,2,0
461,3,32,230,40,25,196,29,1,5,0,0,0
461,4,43,204,21,32,232,37,2,4,2,1,0
462,0,37,358,37,28,92,13,1,0,0,0,0
462,1,32,291,43,24,141,23,1,1,1,3,0
462,2,41,261,42,20,163,25,0,7,2,1,0
462,3,30,234,34,24,201,26,1,5,0,3,0
462,4,39,200,23,25,236,34,1,6,1,3,0
463,0,43,355,41,30,88,16,1,0,0,0,0
463,1,37,292,44,27,142,20,1,1,1,0,0
463,2,34,260,42,20,159,29,0,7,3,2,0
463,3,29,238,30,25,205,22,1,5,0,0,0
463,4,41,197,27,24,228,39,1,9,0,1,0
464,0,36,352,44,29,90,14,1,0,0,0,0
464,1,40,299,38,27,143,18,1,0,2,0,0
464,2,31,255,47,20,157,31,1,7,3,0,0
464,3,38,246,22,18,204,23,1,5,0,1,0
464,4,36,195,30,24,235,32,1,8,0,0,0
465,0,47,347,49,32,92,11,1,1,0,0,2
465,1,38,284,54,26,138,22,1,1,1,0,0
465,2,43,257,45,25,160,28,0,7,3,0,0
465,3,44,237,30,16,198,30,1,5,0,0,0
465,4,34,195,28,25,236,33,1,8,0,3,0
466,0,42,345,51,31,96,7,1,1,0,0,0
466,1,43,287,51,25,139,21,1,1,1,0,0
466,2,42,258,45,29,161,26,0,7,3,0,0
466,3,48,232,35,14,192,36,1,5,0,1,0
466,4,37,193,30,24,237,33,1,7,0,4,0
467,0,39,340,56,26,94,9,2,1,0,0,0
467,1,39,289,51,27,139,19,1,1,1,0,0
467,2,40,260,42,24,166,22,0,9,1,1,0
467,3,46,238,29,14,197,31,0,5,0,2,0
467,4,35,202,21,22,238,32,0,6,1,1,0
468,0,35,345,51,26,95,8,1,1,0,0,0
468,1,41,284,55,28,138,21,1,2,0,1,0
468,2,44,259,42,20,167,22,1,8,2,1,0
468,3,44,238,28,24,199,30,1,5,0,1,0
468,4,32,205,20,21,230,38,0,5,2,0,0
469,0,35,340,56,27,94,9,0,1,0,0,0
469,1,47,286,53,27,138,21,1,2,0,0,0
469,2,42,259,41,21,167,23,1,8,2,2,0
469,3,51,233,32,21,205,26,1,4,0,2,0
469,4,36,197,29,22,228,39,0,6,1,0,0
470,0,37,341,55,19,95,8,0,1,0,0,0
470,1,46,282,55,28,137,24,0,2,0,2,0
470,2,47,249,49,24,170,21,1,11,0,2,0
470,3,51,229,36,25,209,22,0,4,0,0,0
470,4,46,194,32,21,225,42,0,6,1,0,0
471,0,40,337,58,17,92,12,0,1,0,1,1
471,1,40,283,55,32,139,21,0,2,0,0,0
471,2,42,253,45,24,172,19,0,11,0,0,0
471,3,51,235,31,20,201,29,0,4,0,1,0
471,4,46,197,30,24,230,36,0,7,0,0,0
472,0,44,341,54,14,94,10,0,1,0,0,1
472,1,36,294,44,32,140,20,0,2,0,1,0
472,2,37,260,38,26,170,21,0,10,1,0,1
472,3,38,236,29,19,206,26,1,3,0,3,0
472,4,38,198,28,15,237,29,0,8,0,1,1
473,0,39,340,53,7,95,11,0,1,0,2,0
473,1,37,299,39,30,140,20,0,2,0,0,0
473,2,34,260,39,26,175,15,0,10,1,0,0
473,3,49,231,35,18,206,24,1,4,0,0,0
473,4,38,194,31,17,239,28,0,8,0,2,0
474,0,32,342,52,9,95,10,0,1,0,0,0
474,1,37,299,40,24,143,16,0,2,0,0,0
474,2,32,265,36,21,168,20,0,11,0,2,0
474,3,44,230,36,22,211,19,0,4,0,1,0
474,4,47,197,28,19,237,30,0,8,0,1,0
475,0,29,335,59,20,94,11,1,1,0,0,0
475,1,42,306,33,23,139,20,0,2,0,0,0
475,2,33,264,37,26,165,23,0,10,1,0,0
475,3,36,232,34,21,208,22,0,4,0,1,0
475,4,48,201,25,19,233,33,0,8,0,2,0
476,0,33,341,53,28,96,9,2,1,0,0,0
476,1,40,305,34,18,138,21,0,2,0,0,0
476,2,33,267,35,25,165,22,0,9,2,0,0
476,3,35,234,32,25,209,21,1,4,0,0,0
476,4,38,204,25,14,227,37,0,6,1,0,0
477,0,27,338,56,26,92,13,2,1,0,0,1
477,1,42,303,37,19,137,21,0,2,0,0,1
477,2,40,264,39,20,166,20,0,9,2,0,0
477,3,39,239,27,23,209,21,0,4,0,0,0
477,4,40,195,29,21,235,34,0,7,0,4,0
478,0,32,340,54,29,92,13,3,1,0,0,0
478,1,41,305,35,22,134,24,0,2,0,0,0
478,2,37,265,38,31,164,21,0,9,3,1,0
478,3,41,238,28,20,200,30,0,4,0,1,1
478,4,39,192,35,27,225,41,0,7,0,0,0
479,0,32,342,52,23,92,13,2,0,1,0,0
479,1,46,310,33,23,133,22,0,2,0,1,0
479,2,42,260,43,29,166,19,1,10,2,1,0
479,3,44,231,35,16,197,34,0,3,0,1,1
479,4,35,188,36,26,240,29,0,7,0,2,0
480,0,33,340,52,26,93,14,2,0,1,2,0
480,1,35,315,31,17,128,24,0,2,0,0,0
480,2,38,269,38,28,165,16,1,10,2,0,0
480,3,45,237,32,20,196,31,1,4,0,0,0
480,4,36,187,34,24,242,30,0,6,1,3,0
481,0,33,340,52,32,95,12,1,1,0,0,0
481,1,39,314,32,17,129,23,0,2,0,0,1
481,2,36,268,38,31,162,20,0,12,0,1,0
481,3,44,237,33,17,195,31,1,4,0,0,0
481,4,37,188,34,24,236,35,0,5,2,1,0
482,0,32,343,48,26,95,13,1,1,0,1,0
482,1,42,306,40,19,133,19,0,2,0,1,0
482,2,42,266,41,27,157,24,0,12,0,1,1
482,3,45,237,32,22,193,34,0,4,0,2,0
482,4,37,187,37,27,238,31,0,6,1,0,0
483,0,31,347,44,27,95,13,1,1,0,0,0
483,1,41,306,40,21,131,21,0,2,0,0,0
483,2,44,271,37,26,161,21,0,10,0,2,0
483,3,43,233,35,20,195,32,0,5,0,1,0
483,4,33,187,36,23,241,30,0,5,1,3,0
484,0,30,345,45,26,95,14,2,1,0,2,0
484,1,36,306,42,26,125,25,0,2,0,0,0
484,2,36,279,31,26,158,23,0,8,1,1,0
484,3,40,233,38,28,192,32,1,5,0,0,0
484,4,36,200,22,25,235,37,0,4,2,1,0
485,0,39,343,47,29,95,14,2,1,0,1,0
485,1,36,303,47,24,128,20,0,2,0,0,0
485,2,31,277,33,26,155,26,0,8,1,1,1
485,3,44,234,37,24,187,37,1,5,0,1,1
485,4,38,195,24,29,240,35,0,4,2,2,0
486,0,37,332,58,29,98,11,3,1,0,0,0
486,1,40,308,44,23,128,18,1,1,1,0,0
486,2,38,269,40,22,156,26,0,8,1,2,1
486,3,51,230,40,23,192,33,1,4,1,1,0
486,4,38,196,22,24,243,33,0,4,2,1,0
487,0,47,335,55,28,94,15,1,1,0,1,0
487,1,37,299,54,27,129,16,1,2,0,0,0
487,2,40,266,44,19,156,26,0,7,1,0,0
487,3,49,229,38,27,198,30,1,4,1,3,0
487,4,40,193,22,23,242,37,0,5,1,4,0
488,0,44,335,56,25,91,17,1,1,0,0,1
488,1,43,305,49,26,125,20,1,1,0,0,0
488,2,45,270,41,23,159,23,0,6,1,1,0
488,3,46,229,39,27,200,27,1,4,1,1,0
488,4,35,188,28,21,243,35,0,5,1,1,0
489,0,42,342,50,27,88,19,0,1,0,0,0
489,1,38,298,57,32,126,19,1,0,0,0,1
489,2,45,272,40,22,160,22,0,5,1,1,0
489,3,44,234,34,22,203,24,1,4,1,3,0
489,4,39,188,27,14,246,33,0,6,0,0,0
490,0,40,342,51,27,92,14,0,1,0,0,0
490,1,39,308,50,26,123,19,1,0,0,0,0
490,2,42,272,39,17,164,19,0,6,0,1,0
490,3,44,236,32,24,206,21,0,4,1,1,0
490,4,37,184,30,13,246,34,0,6,0,2,0
491,0,38,342,52,23,92,13,0,1,0,0,0
491,1,35,303,56,28,124,17,1,0,0,0,1
491,2,48,281,32,23,160,22,0,5,0,0,0
491,3,46,237,30,29,195,33,0,4,1,2,1
491,4,34,180,31,25,239,43,0,7,0,2,1
492,0,41,346,49,25,91,13,0,1,0,1,1
492,1,31,311,48,35,125,16,1,0,0,0,0
492,2,39,280,33,23,162,20,0,5,0,0,0
492,3,50,235,32,23,197,31,0,4,1,2,0
492,4,33,177,32,23,233,49,0,9,0,1,0
493,0,46,342,53,21,90,14,0,1,0,0,0
493,1,32,312,47,33,126,15,1,0,0,0,0
493,2,36,279,35,24,164,18,0,4,0,0,0
493,3,49,231,35,20,194,34,0,5,1,2,0
493,4,38,178,31,22,243,39,0,9,0,0,0
494,0,47,339,55,24,88,17,1,1,0,1,0
494,1,35,306,50,34,126,18,0,0,0,3,0
494,2,35,279,33,26,166,18,1,4,0,2,0
494,3,41,237,28,20,196,33,0,5,1,2,0
494,4,43,177,35,22,240,40,0,7,1,1,0
495,0,43,338,57,22,85,19,2,1,0,0,0
495,1,40,311,44,33,132,13,0,0,0,1,0
495,2,44,278,35,32,162,22,1,3,0,1,0
495,3,37,235,30,16,194,35,0,4,2,0,0
495,4,38,176,36,20,247,34,0,6,1,2,0
496,0,38,340,55,27,89,15,1,1,0,1,0
496,1,41,313,41,35,132,14,0,0,0,1,2
496,2,43,280,32,31,158,27,1,2,1,1,0
496,3,37,225,39,17,196,35,0,4,1,2,0
496,4,39,183,31,18,242,37,1,6,1,1,0
497,0,36,341,55,22,90,14,2,0,0,0,1
497,1,44,314,42,25,134,10,0,0,0,0,1
497,2,34,284,29,24,163,21,0,2,1,1,0
497,3,38,224,40,19,201,30,0,4,1,1,0
497,4,39,190,25,17,246,32,1,6,1,0,0
498,0,36,347,49,30,90,14,3,0,0,0,0
498,1,34,306,50,23,129,15,0,0,0,3,0
498,2,40,286,30,21,164,17,0,2,1,0,0
498,3,34,223,40,23,201,30,0,5,1,1,0
498,4,46,191,21,15,245,36,0,6,1,3,0
499,0,39,353,43,29,93,11,2,0,0,0,0
499,1,35,310,44,34,130,15,0,1,0,2,0
499,2,44,278,38,19,159,22,0,2,1,0,0
499,3,34,220,44,19,194,36,0,6,0,0,1
499,4,44,187,27,24,238,41,0,6,1,2,0
500,0,33,348,49,17,93,10,0,0,0,0,0
500,1,39,306,48,33,129,16,1,1,0,1,0
500,2,46,280,36,17,160,21,0,3,0,1,0
500,3,35,231,33,20,201,28,0,7,0,1,0
500,4,39,188,26,21,246,33,0,6,1,1,0
501,0,28,272,42,14,68,7,10,99,12,0,0
501,1,28,230,42,23,93,12,27,105,18,0,0
501,2,37,212,28,16,120,14,14,109,17,1,0
501,3,30,170,28,14,149,23,20,113,17,1,0
501,4,37,135,20,16,170,27,14,127,21,2,0
502,0,28,281,35,13,66,7,12,98,13,0,0
502,1,27,234,38,23,92,13,25,104,19,0,0
502,2,32,211,31,10,120,13,13,106,19,1,0
502,3,30,172,25,13,157,16,20,115,15,2,0
502,4,31,135,19,13,174,23,14,131,18,2,0
503,0,38,279,37,16,63,10,10,101,10,1,0
503,1,27,229,44,22,87,17,18,104,19,1,0
503,2,28,202,38,17,122,13,12,107,18,3,0
503,3,38,163,32,19,160,15,20,117,13,2,1
503,4,34,138,14,13,166,32,15,135,15,1,0
504,0,45,284,32,13,66,7,10,98,13,0,1
504,1,25,230,43,20,87,17,15,107,16,1,0
504,2,26,199,41,22,122,13,13,110,15,0,0
504,3,37,166,28,14,155,21,19,117,13,1,0
504,4,28,137,17,15,171,26,14,135,14,0,0
505,0,45,279,37,18,66,7,12,95,16,0,1
505,1,29,236,36,18,91,14,15,105,18,0,0
505,2,28,196,47,24,117,14,18,109,17,0,0
505,3,34,163,30,15,150,26,21,118,13,1,1
505,4,28,141,14,17,164,31,15,133,17,1,0
506,0,43,276,40,15,65,8,15,94,17,0,0
506,1,30,241,31,18,88,17,12,101,22,0,0
506,2,31,201,41,21,116,15,22,109,18,2,0
506,3,34,162,33,14,152,22,24,116,15,0,1
506,4,25,136,18,19,169,25,16,135,17,0,0
507,0,41,272,44,18,65,8,21,98,13,0,1
507,1,31,237,36,24,85,18,11,102,22,0,0
507,2,40,205,37,25,109,22,26,107,20,0,0
507,3,27,163,34,16,147,24,23,109,23,0,0
507,4,31,136,19,19,163,30,16,133,19,0,0
508,0,33,274,43,21,58,14,25,92,19,0,2
508,1,30,241,35,24,82,18,17,102,22,0,0
508,2,39,206,35,33,104,28,23,108,19,0,0
508,3,31,172,24,17,147,25,23,111,21,1,0
508,4,24,134,20,16,168,26,12,133,19,0,1
509,0,28,281,36,23,59,13,23,94,17,0,0
509,1,30,248,29,26,82,16,13,102,23,1,0
509,2,33,200,41,30,107,25,18,108,19,0,0
509,3,29,176,19,13,143,29,21,113,20,2,0
509,4,22,138,17,18,166,27,18,138,14,0,0
510,0,22,280,38,18,61,10,27,96,15,0,0
510,1,30,254,23,22,82,16,13,104,21,0,0
510,2,32,204,38,25,113,19,19,110,16,0,0
510,3,27,171,24,11,142,30,16,110,23,0,0
510,4,27,141,15,20,172,21,19,132,19,0,0
511,0,27,279,39,14,62,9,20,92,19,1,0
511,1,28,253,25,18,81,16,14,109,16,0,0
511,2,24,209,33,26,121,11,18,112,14,0,0
511,3,27,177,18,14,143,29,16,113,20,0,1
511,4,24,139,15,17,171,24,19,133,18,1,0
512,0,29,284,34,14,63,8,17,95,16,0,0
512,1,27,253,26,14,82,14,12,110,15,0,0
512,2,20,210,32,25,122,10,17,112,14,0,0
512,3,25,176,20,16,147,24,18,114,19,1,0
512,4,25,139,14,12,171,25,16,135,16,2,0
513,0,36,280,38,14,61,10,16,96,15,0,0
513,1,25,246,34,16,79,16,13,106,19,0,0
513,2,19,206,38,21,117,13,16,107,19,0,0
513,3,31,169,27,24,150,21,23,113,20,1,0
513,4,38,140,12,8,174,23,20,136,15,2,0
514,0,33,282,37,13,63,7,20,94,17,0,0
514,1,21,245,35,18,82,13,15,104,21,0,0
514,2,21,208,35,12,114,15,17,110,18,2,0
514,3,33,174,22,25,155,16,24,117,16,0,0
514,4,37,135,16,13,167,30,13,135,17,1,0
515,0,31,280,39,14,61,9,16,96,15,0,0
515,1,20,239,41,22,82,13,16,102,23,0,1
515,2,28,209,33,13,117,13,17,110,18,1,0
515,3,37,173,24,25,154,16,26,113,20,0,0
515,4,36,132,15,9,169,32,20,133,19,3,0
516,0,31,272,46,13,60,11,16,95,16,0,0
516,1,26,239,42,23,78,16,21,103,22,0,0
516,2,31,211,32,13,111,18,19,108,20,0,0
516,3,41,174,24,24,154,15,17,114,19,2,1
516,4,32,129,17,13,176,26,19,137,15,1,0
517,0,25,278,42,11,59,10,18,92,19,0,0
517,1,29,229,51,19,77,18,19,107,18,1,0
517,2,33,206,36,13,115,15,18,109,19,1,0
517,3,45,174,23,21,156,14,15,115,18,3,0
517,4,37,128,17,18,178,25,21,135,17,2,0
518,0,30,267,54,12,55,13,17,93,18,0,0
518,1,32,231,50,23,78,16,15,105,20,0,0
518,2,42,203,37,18,114,18,20,108,20,2,0
518,3,43,173,24,22,159,11,20,116,17,1,0
518,4,36,129,18,10,174,27,17,138,14,0,0
519,0,31,274,48,13,57,10,16,96,15,0,0
519,1,29,225,57,22,76,17,17,103,22,0,1
519,2,43,202,37,17,114,19,21,108,20,1,0
519,3,46,170,28,23,156,13,20,114,19,2,0
519,4,36,133,15,14,170,30,17,137,15,2,0
520,0,32,269,53,17,58,9,13,105,6,1,0
520,1,34,228,53,22,76,18,11,106,19,0,0
520,2,43,206,33,15,112,21,14,109,19,0,1
520,3,47,167,30,24,154,16,18,118,15,1,0
520,4,31,130,18,13,173,27,16,139,13,0,0
521,0,32,261,61,18,61,6,21,102,9,0,0
521,1,34,226,56,21,82,11,12,105,20,0,0
521,2,49,203,37,12,115,17,15,109,19,0,0
521,3,50,169,27,17,154,17,21,114,19,1,0
521,4,32,132,16,9,174,26,16,134,18,0,0
522,0,34,269,53,17,60,7,26,101,10,0,0
522,1,20,230,52,22,80,13,16,101,24,1,0
522,2,41,208,32,10,115,17,17,105,23,0,0
522,3,46,171,25,17,157,14,27,112,21,0,0
522,4,36,133,15,10,175,25,19,125,27,0,0
523,0,38,271,51,15,60,7,26,99,12,0,0
523,1,24,235,46,18,82,12,17,102,23,1,0
523,2,37,217,22,9,113,20,15,110,18,0,0
523,3,35,170,26,17,162,9,20,111,22,1,1
523,4,28,132,17,12,176,23,18,131,21,0,0
524,0,34,279,42,13,63,5,30,98,13,1,0
524,1,21,236,44,14,84,11,18,99,26,1,0
524,2,35,212,26,11,121,13,18,108,20,1,0
524,3,37,172,22,15,162,11,25,109,24,2,0
524,4,25,133,18,10,176,23,19,123,27,0,0
525,0,37,280,39,17,60,10,22,95,16,1,0
525,1,29,234,45,20,85,11,22,107,18,1,0
525,2,35,210,29,11,119,14,20,112,16,0,0
525,3,34,168,26,21,153,21,23,105,27,3,1
525,4,24,131,20,15,170,28,20,121,30,0,0
526,0,33,274,46,19,59,10,20,92,19,0,0
526,1,36,237,41,22,85,12,24,110,15,1,1
526,2,33,207,30,14,118,17,25,111,17,1,0
526,3,45,167,27,21,155,19,21,110,22,0,0
526,4,24,123,27,12,168,30,16,119,33,2,0
527,0,29,276,45,13,59,9,19,93,18,0,0
527,1,35,235,42,21,84,14,23,114,11,2,0
527,2,33,207,30,15,120,15,23,112,16,1,0
527,3,39,173,22,18,154,19,17,110,22,0,0
527,4,29,125,26,18,169,28,18,119,33,0,0
528,0,28,278,43,14,62,6,18,95,16,0,0
528,1,34,240,36,24,86,13,21,113,12,1,0
528,2,32,205,34,13,115,17,19,113,16,1,0
528,3,35,171,24,16,155,18,19,112,20,1,1
528,4,31,127,23,15,170,28,14,125,27,1,0
529,0,26,284,37,16,62,6,18,96,15,0,0
529,1,30,232,44,21,85,14,22,112,13,0,0
529,2,33,208,30,11,117,16,20,115,14,0,0
529,3,35,172,24,17,154,18,19,112,20,2,1
529,4,32,131,21,16,169,27,14,121,31,0,0
530,0,30,280,41,18,60,8,20,103,8,1,0
530,1,28,235,42,22,85,13,17,114,11,0,0
530,2,35,209,29,11,115,18,13,113,16,1,0
530,3,36,168,27,15,156,17,19,112,20,1,0
530,4,36,127,26,15,170,25,13,125,27,0,0
531,0,29,282,39,21,63,5,24,101,10,0,0
531,1,27,241,37,23,85,13,18,106,18,1,0
531,2,32,202,36,10,111,22,16,111,18,0,0
531,3,36,169,26,13,152,21,19,107,25,0,0
531,4,40,128,26,17,171,23,21,125,27,1,1
532,0,27,282,39,20,60,8,26,101,10,1,0
532,1,28,245,34,24,86,11,22,102,22,0,1
532,2,32,201,37,11,117,16,20,110,19,0,0
532,3,36,170,25,7,150,24,17,104,27,1,0
532,4,42,123,30,19,173,22,18,127,25,2,0
533,0,48,371,62,23,57,10,0,0,0,0,0
533,1,37,351,50,19,86,11,2,2,0,1,0
533,2,53,309,53,10,116,17,1,5,0,1,0
533,3,64,277,46,11,151,20,1,4,2,1,0
533,4,59,248,50,17,171,22,0,7,2,1,0
534,0,41,371,62,26,57,10,2,0,0,0,0
534,1,41,346,55,14,82,14,0,2,1,0,0
