time,state,patch1,patch2,patch3,patch4,patch5
667,M,78.1719,177.102,267.684,361.897,442.163
667,Y,4.42744,12.0974,24.1389,36.9938,55.5712
667,Z,1.51789,3.75333,7.67639,12.5079,17.4882
668,M,90.1547,174.692,269.715,359.007,442.946
668,Y,4.42094,12.185,24.1114,37.0483,55.2777
668,Z,1.5125,3.72145,7.7,12.4085,17.6039
669,M,91.9392,179.723,271.544,357.306,446.352
669,Y,4.42325,12.2684,24.1834,37.1262,55.0311
669,Z,1.50161,3.68028,7.72521,12.3349,17.6501
670,M,91.7453,180.651,273.189,358.476,465.617
670,Y,4.46276,12.3407,24.2165,37.2795,55.0783
670,Z,1.49482,3.66227,7.74165,12.2366,17.6657
671,M,91.5708,179.686,271.071,369.428,460.455
671,Y,4.46587,12.3961,24.2367,37.4807,55.2845
671,Z,1.4863,3.67984,7.68876,12.1219,17.7678
672,M,93.2137,178.817,271.863,363.985,462.109
672,Y,4.46994,12.4512,24.1801,37.5191,55.6582
672,Z,1.48561,3.69145,7.62319,12.0034,17.7305
673,M,101.892,177.135,276.177,372.587,450.998
673,Y,4.49984,12.4529,24.1463,37.6519,55.9218
673,Z,1.46931,3.71741,7.54192,11.9228,17.7677
674,M,99.8031,173.822,271.959,364.128,448.199
674,Y,4.54027,12.3729,24.1004,37.8,56.0938
674,Z,1.45326,3.74321,7.49215,11.8942,17.6964
675,M,97.0228,175.34,270.863,378.115,444.779
675,Y,4.5385,12.2882,24.1018,38.1285,56.216
675,Z,1.43751,3.74992,7.47323,11.853,17.5705
676,M,91.8205,177.606,268.977,384.404,456.101
676,Y,4.55749,12.2434,24.0552,38.6036,56.3391
676,Z,1.42461,3.75885,7.49739,11.724,17.5466
677,M,91.6385,185.045,268.179,381.963,462.691
677,Y,4.60018,12.1891,24.0288,38.9422,56.4899
677,Z,1.40955,3.76338,7.54279,11.6203,17.557
678,M,94.1746,184.541,281.861,384.267,465.022
678,Y,4.62537,12.1776,24.1083,39.245,56.972
678,Z,1.38938,3.79628,7.57506,11.609,17.4388
679,M,92.8572,176.887,279.775,371.04,472.52
679,Y,4.63137,12.139,24.284,39.1606,57.5383
679,Z,1.38734,3.82379,7.56643,11.6261,17.3467
680,M,95.2714,178.098,272.498,370.836,462.168
680,Y,4.66974,12.0535,24.4443,38.9621,57.8832
680,Z,1.38806,3.84994,7.58901,11.6506,17.2693
681,M,96.5443,180.988,278.548,372.453,457.351
681,Y,4.68279,12.0877,24.5763,39.1251,57.8109
681,Z,1.40046,3.87265,7.59938,11.6987,17.2842
682,M,93.1899,178.189,277.693,370.307,451.216
682,Y,4.66855,12.187,24.7012,39.0822,57.5934
682,Z,1.40144,3.89003,7.60572,11.7618,17.3489
683,M,93.7709,176.57,275.124,379.177,457.394
683,Y,4.65422,12.1902,24.8827,39.3114,57.4193
683,Z,1.40271,3.9073,7.58797,11.7739,17.4661
684,M,95.1938,183.213,278.212,376.359,460.255
684,Y,4.63225,12.2006,25.1025,39.6118,57.138
684,Z,1.4121,3.90786,7.57735,11.8156,17.5488
685,M,92.8744,192.792,275.59,373.823,450.229
685,Y,4.63352,12.2895,25.1289,39.7958,56.7021
685,Z,1.42478,3.88276,7.56296,11.862,17.6028
686,M,88.087,187.013,268.731,369.741,443.906
686,Y,4.61555,12.4255,25.1079,39.8679,56.0237
686,Z,1.42423,3.85616,7.5634,11.9651,17.6412
687,M,86.4783,177.312,268.858,359.767,437.316
687,Y,4.56826,12.6209,24.9892,39.7171,55.4293
687,Z,1.43019,3.84211,7.54876,12.1142,17.6798
688,M,85.9304,180.28,271.672,362.49,439.484
688,Y,4.5416,12.7297,24.8722,39.6613,54.9538
688,Z,1.44359,3.82507,7.5405,12.2205,17.7271
689,M,87.2374,182.052,262.505,364.941,437.836
689,Y,4.52022,12.8812,24.6956,39.6901,54.4108
689,Z,1.45149,3.82145,7.56545,12.3155,17.8784
690,M,88.4137,184.547,260.555,371.647,433.652
690,Y,4.55522,12.9518,24.5185,39.7835,53.8779
690,Z,1.45337,3.80934,7.62058,12.289,18.0561
691,M,88.5723,185.892,266.899,374.982,436.187
691,Y,4.53688,13.0812,24.2972,39.9687,53.5784
691,Z,1.46541,3.78252,7.67089,12.2267,18.1644
692,M,87.8151,186.203,262.709,368.084,433.068
692,Y,4.49445,13.1369,24.044,40.1734,53.2814
692,Z,1.46951,3.79324,7.71231,12.2779,18.1417
693,M,85.3336,180.183,268.838,373.576,427.561
693,Y,4.44505,13.1683,23.8575,40.3799,52.9166
693,Z,1.46504,3.82442,7.75149,12.2644,18.0734
694,M,87.6002,180.165,268.954,365.918,435.205
694,Y,4.3752,13.1411,23.729,40.3621,52.8781
694,Z,1.46055,3.82541,7.80845,12.3363,18.0188
695,M,86.0402,179.248,270.859,368.026,436.685
695,Y,4.30944,13.1487,23.5691,40.4777,52.6687
695,Z,1.45365,3.82866,7.87744,12.4306,17.9305
696,M,86.4362,180.223,268.973,371.724,443.416
696,Y,4.25984,13.1244,23.4421,40.5627,52.5684
696,Z,1.45405,3.85659,7.88572,12.4884,17.7937
697,M,90.3925,184.701,273.576,379.551,433.275
697,Y,4.22417,13.196,23.3996,40.7876,52.1361
697,Z,1.44841,3.89924,7.87914,12.511,17.5808
698,M,86.7533,181.531,277.718,381.196,428.647
698,Y,4.17582,13.305,23.4015,40.9407,51.6035
698,Z,1.43357,3.96057,7.84187,12.4637,17.3943
699,M,87.978,182.278,270.646,370.077,424.482
699,Y,4.16561,13.2988,23.2876,40.8604,51.3939
699,Z,1.4252,3.99473,7.80516,12.4461,17.2451
700,M,88.1802,178.45,277.782,373.569,427.034
700,Y,4.179,13.2365,23.3591,40.77,51.1391
700,Z,1.41849,4.04225,7.74975,12.4552,17.0747
701,M,85.6622,175.905,275.204,363.212,438.331
701,Y,4.18868,13.136,23.4812,40.5556,50.9823
701,Z,1.42948,4.06441,7.69417,12.4845,16.9075
702,M,86.0959,170.014,271.083,363.791,438.598
702,Y,4.19878,12.9371,23.6429,40.3398,50.7926
702,Z,1.42372,4.10503,7.62471,12.5426,16.8135
703,M,90.9863,167.413,276.375,360.712,442.438
703,Y,4.21503,12.7582,23.8615,39.9079,50.8767
703,Z,1.4104,4.1225,7.54526,12.6068,16.7203
704,M,89.9877,172.272,274.837,363.341,440.494
704,Y,4.14261,12.6104,23.993,39.7509,51.2025
704,Z,1.3949,4.13234,7.48673,12.6717,16.6058
705,M,89.9889,171.245,275.254,358.506,436.945
705,Y,4.09325,12.5044,24.0085,39.728,51.3161
705,Z,1.37298,4.12381,7.44641,12.666,16.5937
706,M,87.29,175.72,273.828,361.356,442.75
706,Y,4.08655,12.4396,24.0099,39.5342,51.5274
706,Z,1.35235,4.12621,7.39624,12.7023,16.528
707,M,88.461,177.948,277.045,354.02,447.975
707,Y,4.08351,12.4393,24.053,39.2655,51.4614
707,Z,1.33678,4.11859,7.35637,12.729,16.4965
708,M,86.8149,187.153,279.941,349.218,444.578
708,Y,4.07617,12.5333,24.052,39.028,51.2733
708,Z,1.32559,4.14103,7.34304,12.7996,16.3609
709,M,88.9334,187.338,277.147,343.096,434.32
709,Y,4.07357,12.5391,24.0379,38.8547,51.178
709,Z,1.31042,4.17525,7.34364,12.8476,16.1937
710,M,88.1401,183.904,277.332,345.687,433.188
710,Y,4.10835,12.5439,24.1719,38.6959,50.7214
710,Z,1.30721,4.17329,7.30789,12.8224,16.128
711,M,91.9261,182.614,272.999,350.718,434.869
711,Y,4.1564,12.4849,24.2787,38.6491,50.3533
711,Z,1.31142,4.15375,7.33034,12.794,16.048
712,M,94.4335,183.252,262.799,360.646,432.782
712,Y,4.19211,12.4432,24.3282,38.6734,50.1367
712,Z,1.31445,4.1222,7.36866,12.7268,15.9988
713,M,92.1901,185.627,266.219,356.082,435.404
713,Y,4.21768,12.4275,24.313,38.7561,49.9915
713,Z,1.31762,4.05981,7.41941,12.6591,15.9393
714,M,91.0711,182.364,282.797,354.673,433.264
714,Y,4.22751,12.4041,24.3439,39.0343,49.8477
714,Z,1.32272,4.00366,7.48799,12.5235,15.9657
715,M,88.264,182.128,284.218,356.106,430.437
715,Y,4.25844,12.4128,24.2585,39.2238,49.6583
715,Z,1.29999,3.95729,7.52927,12.4742,16.0679
716,M,89.3376,183.715,286.396,364.596,435.094
716,Y,4.29433,12.4932,24.1878,39.4493,49.4358
716,Z,1.2845,3.92401,7.53411,12.4671,16.1035
717,M,87.6038,182.444,295.556,361.436,437.484
717,Y,4.2941,12.573,24.2502,39.5864,49.339
717,Z,1.2824,3.90368,7.53456,12.4062,16.1698
718,M,88.7435,184.899,285.801,363.092,442.336
718,Y,4.28201,12.6622,24.2406,39.8441,49.24
718,Z,1.28145,3.9036,7.54808,12.3219,16.1491
719,M,87.9691,188.909,286.921,365.483,443.102
719,Y,4.2927,12.7368,24.3441,39.9955,49.1612
719,Z,1.27915,3.9331,7.54778,12.2474,16.0901
720,M,89.9722,184.418,277.128,355.035,442.892
720,Y,4.36875,12.7748,24.2464,39.9306,49.1018
720,Z,1.27833,3.93492,7.54335,12.193,16.0602
721,M,85.475,181.277,276.416,357.331,433.703
721,Y,4.4027,12.7343,24.0071,39.994,49.1233
721,Z,1.28925,3.93641,7.5854,12.1432,15.9169
722,M,85.0275,176.649,271.274,353.998,442.532
722,Y,4.38351,12.6573,23.8137,39.8989,49.4244
722,Z,1.30432,3.91789,7.61891,12.1285,15.8014
723,M,81.9247,179.684,275.647,369.898,441.479
723,Y,4.40794,12.5608,23.5808,40.0487,49.6536
723,Z,1.31553,3.90481,7.63446,12.1361,15.7334
724,M,79.1323,179.716,274.182,361.709,438.731
724,Y,4.35603,12.506,23.4225,40.0603,49.9969
724,Z,1.32355,3.89987,7.62967,12.1621,15.6879
725,M,81.119,178.844,263.864,357.038,430.858
725,Y,4.34143,12.382,23.2765,40.0992,49.9158
725,Z,1.32664,3.89255,7.63938,12.2494,15.6427
726,M,82.0071,182.56,270.777,360.934,440.872
726,Y,4.29395,12.324,23.2401,40.2439,50.0728
726,Z,1.33634,3.89525,7.61259,12.3088,15.5833
727,M,83.7064,182.304,269.8,359.941,438.185
727,Y,4.2592,12.2427,23.3238,40.3182,50.1419
727,Z,1.3476,3.92049,7.59039,12.3796,15.5135
728,M,81.6358,181.173,267.12,362.646,447.467
728,Y,4.1841,12.197,23.2949,40.4631,50.5271
728,Z,1.34753,3.94554,7.60997,12.4226,15.4831
729,M,83.3722,174.756,273.708,356.082,460.32
729,Y,4.15075,12.0463,23.3957,40.5922,51.0748
729,Z,1.34374,3.97353,7.60697,12.5035,15.452
730,M,80.435,171.68,267.037,368.174,463.788
730,Y,4.13506,11.8389,23.473,40.8855,51.415
730,Z,1.3471,3.99696,7.63944,12.551,15.4273
731,M,82.2915,168.912,262.833,366.456,458.809
731,Y,4.15634,11.63,23.4628,41.0244,51.7069
731,Z,1.37096,4.00888,7.60879,12.5307,15.4087
732,M,82.1623,172.721,263.55,358.611,454.328
732,Y,4.16753,11.4989,23.3507,40.954,52.0078
732,Z,1.38161,3.99614,7.53367,12.5505,15.4154
733,M,81.1461,172.549,271.395,354.25,458.395
733,Y,4.15882,11.3481,23.3202,40.8349,52.4536
733,Z,1.37559,3.97201,7.47298,12.5207,15.5099
734,M,81.1315,172.394,277.555,344.025,462.956
734,Y,4.14957,11.1918,23.391,40.6463,53.0604
734,Z,1.38326,3.94171,7.3999,12.5677,15.5818
735,M,82.0183,173.155,268.7,350.122,466.16
735,Y,4.11507,11.0836,23.439,40.69,53.4819
735,Z,1.36697,3.92451,7.35023,12.5713,15.6896
736,M,81.0165,170.239,264.33,348.41,467.244
736,Y,4.08179,10.9748,23.592,40.5733,53.8946
736,Z,1.36239,3.88562,7.30441,12.5836,15.6641
737,M,81.9149,175.715,274.797,362.169,475.42
737,Y,4.07367,10.8267,23.8517,40.6012,54.4166
737,Z,1.34749,3.86741,7.29299,12.629,15.7134
738,M,78.2234,171.644,269.817,368.252,472.878
738,Y,4.03084,10.7589,24.066,40.823,54.7315
738,Z,1.33658,3.84189,7.31926,12.6523,15.7351
739,M,76.701,170.679,273.436,367.427,459.79
739,Y,3.98193,10.8054,24.2781,40.8759,54.8776
739,Z,1.31302,3.82755,7.31017,12.6978,15.8559
740,M,78.9309,174.311,274.892,369.384,451.611
740,Y,3.96673,10.9914,24.4019,40.9451,54.6582
740,Z,1.30255,3.78026,7.34181,12.7383,16.0278
741,M,79.1378,173.08,267.203,368.446,442.45
741,Y,3.9984,11.0842,24.3732,40.9162,54.4389
741,Z,1.29763,3.71516,7.36606,12.8303,16.1346
742,M,77.5241,170.172,266.582,364.901,432.405
742,Y,4.0254,11.1161,24.2346,40.919,54.1609
742,Z,1.3043,3.64963,7.36288,12.8739,16.2262
743,M,79.6716,169.355,266.924,359.011,433.264
743,Y,4.04834,11.1649,24.2395,40.8221,53.6691
743,Z,1.30781,3.60847,7.32769,12.8518,16.3206
744,M,79.8045,168.62,266.332,356.41,434.038
744,Y,4.07964,11.1293,24.2815,40.7195,53.3326
744,Z,1.30508,3.56114,7.31814,12.8144,16.4605
745,M,85.324,175.158,266.699,352.269,450.034
745,Y,4.11579,11.1289,24.347,40.5334,53.352
745,Z,1.30218,3.5121,7.34034,12.7552,16.6509
746,M,89.3916,180.142,265.229,348.542,458.131
746,Y,4.16974,11.1348,24.371,40.4076,53.5196
746,Z,1.29135,3.47814,7.3554,12.7689,16.7832
747,M,84.9525,183.728,266.606,349.688,452.818
747,Y,4.18635,11.1705,24.4409,40.3006,53.4784
747,Z,1.28091,3.44401,7.40341,12.7323,16.9127
748,M,85.4572,184.255,268.745,344.419,455.236
748,Y,4.23751,11.2943,24.485,39.997,53.4619
748,Z,1.27836,3.39753,7.48491,12.7411,17.0765
749,M,87.7115,182.929,269.771,352.277,447.512
749,Y,4.26636,11.4909,24.4632,39.8936,53.2945
749,Z,1.26492,3.37627,7.55218,12.8107,17.1753
750,M,88.8403,172.736,266.194,357.549,451.361
750,Y,4.32087,11.5389,24.2644,39.9443,53.3475
750,Z,1.24957,3.39085,7.61872,12.8273,17.2212
751,M,88.9563,176.163,274.674,355.995,441.325
751,Y,4.37997,11.565,24.102,40.0485,53.2807
751,Z,1.2448,3.4492,7.65757,12.849,17.1523
752,M,85.4607,181.047,277.807,348.295,437.693
752,Y,4.38898,11.6015,24.1337,40.0466,53.1304
752,Z,1.25474,3.47835,7.64858,12.8399,17.0835
753,M,88.6146,180.942,268.026,343.166,448.823
753,Y,4.42486,11.6535,24.0493,39.8059,53.2531
753,Z,1.26321,3.48836,7.60508,12.8408,16.9963
754,M,87.8532,179.948,275.424,344.849,460.641
754,Y,4.46762,11.6927,24.0066,39.5748,53.5549
754,Z,1.27041,3.50366,7.60661,12.8104,16.8419
755,M,91.6678,187.153,271.281,345.464,464.077
755,Y,4.54033,11.7909,24.0214,39.3618,53.7791
755,Z,1.28023,3.49251,7.61979,12.7782,16.7363
756,M,91.5011,194.538,271.153,345.118,465.369
756,Y,4.59594,11.9924,24.0274,39.0662,54.0074
756,Z,1.29158,3.49236,7.64035,12.7198,16.7424
757,M,94.0509,190.384,262.038,342.106,458.432
757,Y,4.66266,12.0457,24.0969,38.7821,54.3207
757,Z,1.30851,3.49421,7.64789,12.6803,16.795
758,M,99.9459,199.245,260.134,351.995,450.389
758,Y,4.77575,12.193,24.1155,38.4292,54.5198
758,Z,1.31372,3.50541,7.6698,12.6468,16.7821
759,M,94.4513,200.021,262.021,355.496,453.05
759,Y,4.82598,12.3899,24.0096,38.3514,54.6869
759,Z,1.32978,3.54428,7.68365,12.5515,16.7769
760,M,95.8061,206.119,268.219,352.346,443.745
760,Y,4.85051,12.6257,24.0221,38.4017,54.5443
760,Z,1.33883,3.60598,7.67682,12.519,16.7244
761,M,99.7255,200.807,262.997,352.212,449.771
761,Y,4.85714,12.6793,23.9521,38.5946,54.6856
761,Z,1.35593,3.62103,7.61444,12.5349,16.741
762,M,105.953,202.326,278.997,346.69,449.794
762,Y,4.92053,12.6925,23.9614,38.7741,54.7477
762,Z,1.37448,3.62923,7.56346,12.5676,16.72
763,M,105.258,204.594,269.097,347.121,448.014
763,Y,4.93684,12.7716,23.8832,38.9559,54.8812
763,Z,1.37731,3.64067,7.5734,12.567,16.6729
764,M,98.3319,196.734,270.088,347.509,448.213
764,Y,5.00167,12.7347,23.8046,39.0317,54.8995
764,Z,1.38857,3.65699,7.54692,12.4915,16.7114
765,M,97.4987,196.861,268.279,341.558,453.791
765,Y,4.96658,12.7177,23.8851,39.0528,54.9928
765,Z,1.40199,3.66929,7.53354,12.419,16.8061
766,M,93.1488,191.575,270.251,346.102,452.512
766,Y,4.92427,12.6944,23.9244,39.1603,55.0118
766,Z,1.4248,3.70012,7.53816,12.3521,16.8764
767,M,91.934,190.417,272.926,344.792,447.761
767,Y,4.88748,12.6453,24.1261,39.1699,54.9305
767,Z,1.44225,3.76335,7.54005,12.2594,16.9481
768,M,91.7406,188.476,280.733,346.313,443.485
768,Y,4.84359,12.6413,24.1937,39.3347,54.9716
768,Z,1.46319,3.78008,7.56186,12.1702,17.0464
769,M,90.6665,184.928,285.96,344.082,451.336
769,Y,4.82623,12.6348,24.2484,39.3626,54.9845
769,Z,1.49868,3.82629,7.56769,12.0595,17.1089
770,M,88.7999,183.535,287.964,349.274,453.003
770,Y,4.83814,12.6529,24.4275,39.4115,54.8144
770,Z,1.51444,3.88809,7.53446,12.0351,17.1613
771,M,85.3199,180.482,283.468,346.746,459.003
771,Y,4.81262,12.6315,24.4529,39.6032,54.7648
771,Z,1.52214,3.96208,7.5384,12.0509,17.1166
772,M,79.4879,186.734,288.421,357.072,459.902
772,Y,4.73395,12.6161,24.6442,39.7567,54.9392
772,Z,1.52422,3.97889,7.51643,12.1114,17.1609
773,M,77.8391,183.36,285.679,358.264,468.812
773,Y,4.62396,12.5862,24.8102,40.0716,55.0409
773,Z,1.54411,3.98304,7.51934,12.1677,17.1804
774,M,74.5552,183.024,276.011,355.738,465.131
774,Y,4.49562,12.5025,24.9852,40.318,55.0483
774,Z,1.54923,4.00785,7.49479,12.2248,17.2223
775,M,78.7997,181.822,277.21,345.364,468.118
775,Y,4.38856,12.5433,25.1143,40.2564,55.0066
775,Z,1.56958,3.99628,7.47013,12.2486,17.228
776,M,80.8197,177.14,275.589,348.628,468.106
776,Y,4.3094,12.5243,25.185,40.2528,55.2466
776,Z,1.55857,3.99095,7.49539,12.2552,17.2573
777,M,80.8377,174.726,274.13,356.965,461.795
777,Y,4.252,12.4339,25.2227,40.292,55.6565
777,Z,1.54529,3.98364,7.50773,12.2889,17.2633
778,M,80.854,180.653,269.217,362.668,457.916
778,Y,4.24886,12.3389,25.2939,40.4703,55.6837
778,Z,1.53374,3.96822,7.57102,12.2919,17.2378
779,M,81.7686,181.488,275.595,351.602,461.624
779,Y,4.22413,12.3204,25.4331,40.4072,55.8806
779,Z,1.51997,3.96698,7.59225,12.3436,17.2507
780,M,85.2917,182.239,273.236,352.441,455.062
780,Y,4.20419,12.3975,25.4679,40.5188,55.9007
780,Z,1.51452,3.96495,7.60939,12.3524,17.2547
781,M,85.7625,182.915,275.612,357.697,453.656
781,Y,4.22867,12.4464,25.5297,40.4452,56.0151
781,Z,1.51826,3.97061,7.6656,12.3677,17.2014
782,M,80.7863,186.224,270.551,350.728,450.59
782,Y,4.25029,12.4893,25.4931,40.3137,55.9888
782,Z,1.51025,3.9639,7.67359,12.4279,17.1858
783,M,81.7077,194.601,271.396,355.255,455.931
783,Y,4.24368,12.5499,25.4836,40.2692,56.219
783,Z,1.48556,3.95905,7.7336,12.4761,17.2405
784,M,78.9369,190.441,267.656,355.729,446.338
784,Y,4.20698,12.5141,25.2741,40.4533,56.3365
784,Z,1.45105,3.94968,7.78572,12.5749,17.2724
785,M,80.9432,187.597,268.791,355.256,443.104
785,Y,4.20383,12.4697,25.0492,40.7466,56.1019
785,Z,1.41077,3.92341,7.84063,12.6522,17.2748
786,M,85.4489,185.937,283.312,361.131,449.194
786,Y,4.18914,12.4374,25.1898,40.9903,56.1982
786,Z,1.37718,3.93623,7.88112,12.6329,17.2617
787,M,85.004,190.744,272.98,367.318,449.274
787,Y,4.20801,12.3582,25.1951,41.3245,56.4414
787,Z,1.35234,3.93026,7.90331,12.6318,17.337
788,M,87.3036,186.969,270.882,368.386,447.547
788,Y,4.26254,12.2369,25.1887,41.5387,56.7664
788,Z,1.33432,3.9019,7.91514,12.6441,17.4656
789,M,83.9732,187.172,276.194,364.847,449.592
789,Y,4.28687,12.139,25.2367,41.7788,57.0508
789,Z,1.33334,3.87208,7.93749,12.7,17.4741
790,M,86.3759,186.455,280.975,366.163,459.533
790,Y,4.29881,12.0528,25.328,41.8666,57.7765
790,Z,1.32558,3.86626,7.98119,12.6802,17.5359
791,M,87.6383,184.01,274.477,366.446,446.88
791,Y,4.29651,12.0047,25.4145,41.9846,57.9221
791,Z,1.31932,3.89046,7.99208,12.7152,17.5422
792,M,90.5745,186.309,265.93,372.102,448.092
792,Y,4.29166,12.0203,25.2946,42.2019,58.1435
792,Z,1.327,3.90582,8.0115,12.6921,17.5781
793,M,93.217,182.078,260.037,380.792,453.683
793,Y,4.31034,11.9648,25.0768,42.4898,58.715
793,Z,1.33378,3.91926,8.00001,12.6509,17.5699
794,M,91.9953,179.17,259.233,385.012,450.614
794,Y,4.27503,11.9395,24.9001,42.8748,59.2102
794,Z,1.33171,3.9383,7.99703,12.6369,17.6421
795,M,95.3958,177.453,262.11,369.911,439.753
795,Y,4.3006,11.8933,24.7806,42.9878,59.4056
795,Z,1.3202,3.92705,7.93127,12.6947,17.679
796,M,92.1562,174.108,265.599,370.72,438.078
796,Y,4.34237,11.9096,24.5244,43.2346,59.5438
796,Z,1.31921,3.91312,7.86071,12.7867,17.6054
797,M,91.0406,183.697,263.339,374.148,440.17
797,Y,4.37246,11.981,24.3801,43.6109,59.2998
797,Z,1.3146,3.90297,7.90482,12.8632,17.6356
798,M,90.0365,179.727,262.205,374.533,434.853
798,Y,4.40979,12.0977,24.1685,43.9149,59.1755
798,Z,1.32052,3.87815,7.90648,12.9681,17.7119
799,M,90.0329,183.354,261.184,367.68,427.368
799,Y,4.42708,12.1616,24.0388,43.9715,59.1676
799,Z,1.33763,3.84007,7.90447,13.0353,17.8139
800,M,92.7296,184.819,265.666,370.512,436.831
800,Y,4.44678,12.2658,23.9937,43.9337,59.2552
800,Z,1.34527,3.80933,7.91955,13.1106,17.9032
801,M,87.9566,185.237,257.099,378.461,439.048
801,Y,4.43685,12.3129,23.9118,44.0971,59.4012
801,Z,1.34901,3.78229,7.94818,13.1382,18.1309
802,M,87.261,182.013,256.589,373.015,441.043
802,Y,4.39972,12.377,23.8678,44.1412,59.4648
802,Z,1.34829,3.76721,7.97534,13.1752,18.1766
803,M,88.4349,183.612,257.03,369.013,438.339
803,Y,4.39239,12.4551,23.8188,44.2284,59.3627
803,Z,1.34677,3.77209,7.93772,13.2434,18.2461
804,M,91.2914,183.251,251.127,372.612,441.305
804,Y,4.4257,12.4184,23.8038,44.3649,59.2306
804,Z,1.35263,3.75469,7.86936,13.3337,18.4254
805,M,90.2622,184.726,252.115,365.051,440.374
805,Y,4.42598,12.4434,23.8061,44.2813,59.1428
805,Z,1.34155,3.74674,7.81391,13.4546,18.5808
806,M,92.036,180.653,259.303,360.046,444.937
806,Y,4.42218,12.4236,23.9791,44.0157,59.1374
806,Z,1.34958,3.73225,7.77641,13.49,18.6421
807,M,91.8324,186.888,255.873,368.141,442.743
807,Y,4.41318,12.437,23.963,44.0849,59.0841
807,Z,1.36268,3.73735,7.69601,13.5675,18.6855
808,M,90.7492,180.799,256.386,362.827,442.569
808,Y,4.34892,12.385,24.0978,44.0301,59.2018
808,Z,1.37212,3.75977,7.65074,13.6856,18.6089
809,M,93.3743,179.819,263.147,362.544,447.812
809,Y,4.30592,12.4067,24.1769,44.0217,59.1701
809,Z,1.38384,3.79638,7.58432,13.781,18.5699
810,M,94.8368,180.737,262.032,355.09,441.731
810,Y,4.27625,12.3827,24.3476,43.8183,59.0024
810,Z,1.38926,3.81645,7.54364,13.7987,18.5674
811,M,93.4532,181.564,267.329,353.781,448.858
811,Y,4.26252,12.3198,24.562,43.6716,58.9305
811,Z,1.39545,3.84915,7.52947,13.7869,18.5949
812,M,94.9078,176.907,272.096,355.303,455.272
812,Y,4.27108,12.2429,24.7435,43.537,58.8929
812,Z,1.39233,3.86391,7.50376,13.8382,18.6407
813,M,98.0171,173.616,267.387,356.672,445.745
813,Y,4.2756,12.1627,24.8386,43.4196,58.8434
813,Z,1.38068,3.88403,7.48997,13.852,18.6607
814,M,96.3153,170.655,268.548,347.105,454.27
814,Y,4.27866,12.0356,24.9643,43.142,59.0497
814,Z,1.37838,3.90855,7.4746,13.8793,18.6287
815,M,99.2838,170.689,269.593,351.995,464.643
815,Y,4.27849,12.0459,25.0373,42.8394,59.481
815,Z,1.38883,3.89703,7.4699,13.9222,18.5872
816,M,101.055,174.32,266.934,356.395,472.179
816,Y,4.29244,12.0634,25.0284,42.6412,60.0148
816,Z,1.38892,3.90487,7.47061,13.8959,18.5596
817,M,96.3499,169.488,260.04,343.256,477.161
817,Y,4.29683,12.0347,25.0167,42.405,60.4704
817,Z,1.38773,3.89866,7.52489,13.8126,18.558
818,M,98.4149,164.24,271.836,346.73,477.145
818,Y,4.31853,11.8752,25.2207,42.2566,60.9061
818,Z,1.3849,3.90287,7.51984,13.8343,18.5412
819,M,93.9734,176.616,279.753,348.057,478.03
819,Y,4.33162,11.8009,25.5038,41.9793,61.3502
819,Z,1.36474,3.88656,7.56214,13.8171,18.5781
820,M,93.5761,182.354,283.277,354.651,473.427
820,Y,4.40472,11.7777,25.6154,41.9682,61.5711
820,Z,1.35124,3.89334,7.58696,13.8145,18.5682
821,M,90.5185,186.619,280.15,355.186,486.385
821,Y,4.40594,11.727,25.7674,42.0565,62.2377
821,Z,1.34193,3.88582,7.64055,13.7506,18.5156
822,M,86.8666,189.557,285.435,352.968,471.946
822,Y,4.39254,11.664,26.0243,42.0197,62.628
822,Z,1.33762,3.86609,7.70783,13.7046,18.493
823,M,90.78,188.601,280.291,350.071,470.652
823,Y,4.38443,11.6096,26.2514,42.0417,63.0494
823,Z,1.34031,3.84196,7.76478,13.6624,18.4812
824,M,88.902,188.641,277.462,346.564,473.986
824,Y,4.36445,11.6033,26.2638,41.9632,63.6683
824,Z,1.34173,3.8168,7.79461,13.6255,18.4657
825,M,90.8118,185.077,274.016,347.007,488.688
825,Y,4.39262,11.6099,26.1725,41.8457,64.3937
825,Z,1.34269,3.77689,7.83405,13.5384,18.5304
826,M,94.3306,180.969,278.114,351.007,480.319
826,Y,4.44721,11.6022,26.2229,41.6105,64.9599
826,Z,1.34263,3.78014,7.85698,13.4435,18.6658
827,M,93.8975,173.672,274.603,347.406,477.287
827,Y,4.50515,11.5726,26.279,41.2733,65.3036
827,Z,1.34701,3.78564,7.85419,13.3813,18.8333
828,M,89.9078,177.005,274.143,341.465,475.458
828,Y,4.53188,11.4927,26.3657,40.8861,65.718
828,Z,1.34839,3.77662,7.85049,13.3071,18.9762
829,M,86.317,175.505,272.828,346.919,478.313
829,Y,4.51429,11.3652,26.4699,40.7286,65.9367
829,Z,1.3552,3.72658,7.91453,13.2606,19.113
830,M,86.6853,173.254,277.946,359.027,488.981
830,Y,4.51078,11.2712,26.6225,40.5437,66.3742
830,Z,1.35931,3.70323,8.00337,13.1735,19.2523
831,M,87.0168,168.529,278.951,349.224,484.183
831,Y,4.48817,11.0418,26.7622,40.4917,66.7926
831,Z,1.38225,3.69595,8.03839,13.1701,19.3217
832,M,89.1151,166.076,269.056,340.402,480.765
832,Y,4.47602,10.8988,26.7594,40.118,67.1303
